timestamp_iso,phase,seq,rssi_dbm,rx_ms,tx_lat,tx_lon,sats,fix_quality,utc_sec,distance_m
2026-07-24T10:32:56.609111+00:00,4,22719,-55.0,188615,-52.72186,63.43107,53514,110,1921326854,-1
2026-07-24T10:33:21.625609+00:00,5,45942,-56.0,213533,-99.79845,-211.17914,45210,108,1170787236,-1
2026-07-24T10:33:21.625695+00:00,5,37078,-56.0,213838,82.07359,-135.62146,64329,246,1916764935,-1
2026-07-24T10:33:21.625747+00:00,5,28928,-56.0,213994,193.44102,7.08195,32636,85,2327390961,-1
2026-07-24T10:33:48.637383+00:00,6,31937,-57.0,240319,84.25622,48.19283,24408,112,1523257889,-1
2026-07-24T10:33:49.637764+00:00,6,34790,-57.0,241734,106.08733,203.5177,41064,120,3037072536,-1
2026-07-24T10:33:49.637852+00:00,6,49929,-57.0,242179,-184.06995,198.26257,47639,120,3217367177,-1
2026-07-24T10:35:19.842339+00:00,0,45488,-28.0,10383,-156.63348,-136.42188,43177,171,3082073514,-1
2026-07-24T10:35:20.842735+00:00,0,45488,-27.0,10676,-156.63348,-136.42188,43177,171,3082073514,-1
2026-07-24T10:35:20.842812+00:00,0,45488,-30.0,10977,-156.63348,-136.42188,43177,171,3082073514,-1
2026-07-24T10:36:25.248332+00:00,1,61225,-93.0,76028,155.83748,132.71837,45349,176,2969876894,-1
2026-07-24T10:38:37.819485+00:00,3,37216,-53.0,96020,-46.06744,149.61569,43186,7,2864511660,-1
2026-07-24T10:38:53.112087+00:00,4,13034,-55.0,111043,-211.79308,-26.37995,49890,152,1635018578,-1
2026-07-24T10:38:59.117380+00:00,4,1703,-55.0,116971,205.04149,18.94804,47809,183,472056620,-1
2026-07-24T10:39:20.836386+00:00,10,32789,-55.0,16894,163.70827,197.9326,15410,101,1230998645,-1
2026-07-24T10:41:02.290813+00:00,5,5358,-56.0,118629,150.61374,-119.60058,19022,159,3434612237,-1
2026-07-24T10:41:45.338485+00:00,6,14274,-57.0,161407,-87.16888,136.21982,65293,123,2779434723,-1
2026-07-24T10:41:47.339521+00:00,6,50489,-57.0,163911,33.10354,179.12769,28016,86,2903376347,-1
2026-07-24T10:42:10.362277+00:00,7,10530,-102.0,186129,63.52597,-161.40031,5794,25,1902425588,-1
2026-07-24T10:42:11.363218+00:00,7,61700,-102.0,187243,-103.55769,-33.37198,27537,120,3238845910,-1
2026-07-24T10:42:14.365740+00:00,7,56083,-103.0,190762,40.81569,129.66727,51773,14,486213013,-1
2026-07-24T10:44:37.135015+00:00,9,45488,-16.0,333368,-156.63348,-136.42188,43177,171,3082073514,-1
2026-07-24T10:45:54.734656+00:00,12,5884,-57.0,410895,-180.29051,-144.5737,17988,234,440424641,-1
2026-07-24T10:46:17.780434+00:00,13,2892,-49.0,434417,-163.40977,127.95246,17091,186,3902380167,-1
2026-07-24T10:47:05.066752+00:00,1,37301,-93.0,480789,-62.89965,63.88549,7948,235,665589247,-1
2026-07-24T10:48:39.386139+00:00,3,19680,-54.0,575413,190.87454,-99.39688,23543,179,1444592188,-1
2026-07-24T10:48:49.403507+00:00,3,46516,-36.0,585670,-150.92941,-156.63348,44205,175,2879957422,-1
2026-07-24T10:48:49.403792+00:00,3,46516,-36.0,585709,-150.92938,-156.63348,44205,175,2879957422,-1
2026-07-24T10:49:01.408146+00:00,4,46516,-36.0,597451,-150.92047,-156.63348,44205,175,2879957422,-1
2026-07-24T10:49:01.408238+00:00,4,46516,-36.0,597479,-150.92044,-156.63348,44205,175,2879957422,-1
2026-07-24T10:49:01.408271+00:00,4,46516,-36.0,597519,-150.92043,-156.63348,44205,175,2879957422,-1
2026-07-24T10:49:27.097314+00:00,5,45141,-56.0,623798,-16.26819,-173.10052,8975,242,1311487942,-1
2026-07-24T10:49:27.097376+00:00,5,14385,-56.0,623830,35.87532,-173.341,1240,144,4009658242,-1
2026-07-24T10:49:28.097695+00:00,5,34244,-56.0,623900,68.47319,37.12054,9032,31,1835909771,-1
2026-07-24T10:49:53.904035+00:00,6,20235,-57.0,650010,-139.61868,67.20583,13808,7,3958093581,-1
2026-07-24T10:49:54.904275+00:00,6,7710,-35.0,651317,-167.39514,171.79869,26982,153,2254772966,-1
2026-07-24T10:49:55.905184+00:00,6,20953,-58.0,651974,-181.69009,94.70076,32716,64,569355670,-1
2026-07-24T10:50:35.939273+00:00,7,3427,-102.0,691724,51.2193,177.85338,40149,41,3796561328,-1
2026-07-24T10:51:09.614194+00:00,4,3089,-54.0,10941,-132.40593,-130.47768,17154,35,2381125561,-1
2026-07-24T10:51:09.614380+00:00,4,24824,-55.0,11377,-93.8196,117.04421,32967,114,199643810,-1
2026-07-24T10:51:10.614999+00:00,4,30881,-55.0,11880,165.60304,-58.23828,53800,108,1928209647,-1
2026-07-24T10:51:35.626344+00:00,5,53277,-56.0,36646,75.94052,-201.743,14830,204,934760422,-1
2026-07-24T10:51:35.626412+00:00,5,20306,-56.0,36666,178.47202,-193.4476,2527,1,1393417188,-1
2026-07-24T10:51:35.626441+00:00,5,22586,-56.0,36792,81.27528,-205.84001,47108,72,3245048338,-1
